County,Sub_County,Zone,School,No_of_Devices,FID
NANDI COUNTY,NANDI NORTH,KABISAGA,BISHOP KOGO CHEPTIL,31,10183
NAKURU COUNTY,NJORO,MAU-NAROK,ANALAT,60,10184
NAKURU COUNTY,KURESOI  SUB-COUNTY,CHEPTUECH,KIPTAGICH,74,10185
NAKURU COUNTY,MOLO,MOLO CENTRAL,MOLO ACADEMY,53,10186
NANDI COUNTY,NANDI CENTRAL ,CHEMUNDU ZONE,KAPKOBIS,50,10187
NANDI COUNTY,NANDI NORTH,KABISAGA,BAREKEIYWET,35,10188
NAKURU COUNTY,NJORO,MAU-NAROK,GATIMU,24,10189
NAKURU COUNTY,KURESOI  SUB-COUNTY,CHEPTUECH,SAOSET,27,10190
NAKURU COUNTY,KURESOI  SUB-COUNTY,CHEPTUECH,SEANIN,39,10191
NANDI COUNTY,NANDI CENTRAL ,CHEMUNDU ZONE,CHEMUNDU,55,10192
NANDI COUNTY,NANDI NORTH,KABIYET,KAPKAGARON,80,10193
NAKURU COUNTY,NJORO,MAU-NAROK,LARE,56,10194
NAKURU COUNTY,MOLO,MOLO CENTRAL,SACHANGWAN,35,10195
NAKURU COUNTY,KURESOI  SUB-COUNTY,CHEPTUECH,SUKUTEK,50,10196
NANDI COUNTY,NANDI CENTRAL ,CHEMUNDU ZONE,TILALWA,53,10197
NANDI COUNTY,NANDI NORTH,KABIYET,CHEMNOET,46,10198
NAKURU COUNTY,NJORO,MAU-NAROK,MAJI MINGI,100,10199
NAKURU COUNTY,MOLO,MOLO CENTRAL,SEGUT,47,10200
NAKURU COUNTY,KURESOI  SUB-COUNTY,CHEPTUECH,WAMKONG,36,10201
NANDI COUNTY,NANDI CENTRAL ,CHEPKUMIA ZONE,KOIBEM,113,10202
NANDI COUNTY,NANDI NORTH,KABIYET,CHEPTUIYET,56,10203
NAKURU COUNTY,NJORO,MAU-NAROK,MAKUTANO,34,10204
NAKURU COUNTY,NAIVASHA,LONGONOT,KARIMA,40,10205
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,AOON,63,10206
NANDI COUNTY,NANDI CENTRAL ,CHEPKUMIA ZONE,KABWARENG,58,10207
NANDI COUNTY,NANDI NORTH,KABIYET,KABIYET TOWNSHIP,60,10208
NAKURU COUNTY,NJORO,MAU-NAROK,SIGOR,56,10209
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,BANDIAT,45,10210
NANDI COUNTY,NANDI CENTRAL ,CHEPKUMIA ZONE,KAIMOSI TEA,113,10211
NANDI COUNTY,NANDI NORTH,SANGALO,ALL SAINTS KEBULONIK ACADEMY,55,10212
NAKURU COUNTY,NJORO,MAU-NAROK,SURURU,46,10213
NAKURU COUNTY,NAIVASHA,LONGONOT,KIAMBOGO,63,10214
NANDI COUNTY,NANDI NORTH,SANGALO,KALYET SEPTONOK ACADEMY,31,10215
NAKURU COUNTY,NJORO,MAU-NAROK,UTALII,45,10216
NAKURU COUNTY,NAIVASHA,LONGONOT,MUNYU,100,10217
NANDI COUNTY,NANDI NORTH,SANGALO,KIPSAMOITE,63,10218
NAKURU COUNTY,RONGAI,MAKONGENI,ATHINAI,52,10219
NAKURU COUNTY,NAIVASHA,LONGONOT,NAMUNCHA,49,10220
NANDI COUNTY,NANDI NORTH,SANGALO,KEBULONIK,68,10221
NAKURU COUNTY,RONGAI,MAKONGENI,BARRINA,68,10222
NAKURU COUNTY,NAIVASHA,MAIELLA,LONGONOT D.E.B,72,10223
NANDI COUNTY,NANDI NORTH,SANGALO,CHEPYAGORIS,51,10224
NAKURU COUNTY,RONGAI,MAKONGENI,KIMUGUL,54,10225
NAKURU COUNTY,NAIVASHA,MAIELLA,NDIBITHI,51,10226
NAKURU COUNTY,NAIVASHA,MARAGISHU,GITURU,45,10227
NAKURU COUNTY,NAIVASHA,MARAGISHU,IHINDU,48,10228
NAKURU COUNTY,RONGAI,MAKONGENI,SARAMBEI,47,10229
NANDI COUNTY,NANDI NORTH,SANGALO,CHEMNEGO,55,10230
NAKURU COUNTY,NAIVASHA,MARAGISHU,KANGARI,57,10231
NAKURU COUNTY,RONGAI,MAKONGENI,SINENDET,56,10232
NANDI COUNTY,NANDI NORTH,MUTWOT,MUTWOT,51,10233
NANDI COUNTY,NANDI NORTH,MUTWOT,MALEL-MOSORIOT COLLEGE,45,10234
NAKURU COUNTY,RONGAI,NGATA,MANGU,56,10235
NAKURU COUNTY,NAIVASHA,MARAGISHU,KINUNGI,89,10236
NANDI COUNTY,NANDI NORTH,MUTWOT,CHEPTARIT,87,10237
NAKURU COUNTY,RONGAI,NGATA,MENENGAI,35,10238
NANDI COUNTY,NANDI NORTH,MUTWOT,KOKWET,45,10239
NAKURU COUNTY,RONGAI,NGATA,MERCY NJERI,50,10240
NAKURU COUNTY,NAIVASHA,MARAGISHU,NDOROTO,38,10241
NANDI COUNTY,NANDI NORTH,MUTWOT,OLBUTENET,33,10242
NAKURU COUNTY,RONGAI,NGATA,NATU,51,10243
NANDI COUNTY,NANDI EAST,NANDI HILLS,NANDI HILLS TOWNSHIP,78,10244
NANDI COUNTY,NANDI EAST,OLLESSOS,CHEPKUNYUK,80,10245
NAKURU COUNTY,NAIVASHA,MARAGISHU,NORTH KARATI,68,10246
NAKURU COUNTY,NAIVASHA,MARAGISHU,RUTERE,37,10247
NAKURU COUNTY,NAIVASHA,MARAGISHU,SISION,51,10248
NAKURU COUNTY,NAIVASHA,NAIVASHA C.,LAKE VIEW,61,10249
NAKURU COUNTY,NAIVASHA,NAIVASHA C.,MALEWA,38,10250
NANDI COUNTY,NANDI CENTRAL ,CHEPKUMIA ZONE,KALYET,83,10251
NANDI COUNTY,NANDI CENTRAL ,KAMOIYWO ZONE,KIMNGERU,30,10252
NANDI COUNTY,NANDI CENTRAL ,KAMOIYWO ZONE,KAMOIYWO,41,10253
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,CHERAM,41,10254
NANDI COUNTY,NANDI SOUTH,KEMELOI,KAPKITANY,57,10255
NANDI COUNTY,NANDI CENTRAL ,KAMOIYWO ZONE,SANIAK,26,10256
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,KAPKEET,55,10257
NANDI COUNTY,NANDI SOUTH,CHEMASE,CHEMURSOI,40,10258
NANDI COUNTY,NANDI SOUTH,CHEMASE,KAMUNY,32,10259
NANDI COUNTY,NANDI CENTRAL ,KAMOIYWO ZONE,ST. PAUL'S A.C.K CHEIROT,32,10260
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,KIBANGUI,43,10261
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,KIMOROROCH,61,10262
NANDI COUNTY,NANDI SOUTH,CHEMASE,CHEPSWERTA,31,10263
NANDI COUNTY,NANDI CENTRAL ,KAMOIYWO ZONE,A.I.C SANIAK ACADEMY,6,10264
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,SIKSIKET,136,10265
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,KIPSOTET,56,10266
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KIPCHAWAT,66,10267
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,KAPTOBONGEN,92,10268
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,LELAIBEI,38,10269
NANDI COUNTY,NANDI SOUTH,KEMELOI,MUSASA,63,10270
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,OGIEK,55,10271
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,KAPKANGANI,71,10272
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,RIBOT,33,10273
NANDI COUNTY,TINDERET,KABIRER,TAUNET,34,10274
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,CHEPSONOI,56,10275
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,SOTIKI,30,10276
NANDI COUNTY,TINDERET,KAPKOROS,KAPKOROS,46,10277
NAKURU COUNTY,KURESOI  SUB-COUNTY,KAPSIBEIWO,TIMBWALO,83,10278
NANDI COUNTY,TINDERET,METEITEI,METEITEI,90,10279
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,CHEPTIGOK,109,10280
NANDI COUNTY,TINDERET,METEITEI,KAMELIL,55,10281
NANDI COUNTY,NANDI CENTRAL ,KAPKANGANI ZONE,CHEPSUI,82,10282
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,BARARGET,56,10283
NANDI COUNTY,TINDERET,METEITEI,TACHASIS,38,10284
NANDI COUNTY,NANDI EAST,CHEBARUS,KAPLELMET,70,10285
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,CHENUGU,45,10286
NANDI COUNTY,NANDI EAST,CHEBARUS,KETENG,65,10287
NANDI COUNTY,TINDERET,SENETWO TINDERET,KOLELACH,49,10288
NANDI COUNTY,TINDERET,SENETWO TINDERET,GOT-NE-LEL,30,10289
NANDI COUNTY,NANDI EAST,CHEBARUS,NANDI HILLS,47,10290
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,KAPKORES,29,10291
NANDI COUNTY,TINDERET,SONGHOR,EMIT,42,10292
NANDI COUNTY,NANDI EAST,CHEBARUS,SIRET,75,10293
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,KARIRIKANIA,63,10294
NANDI COUNTY,TINDERET,SONGHOR,CHEMUTIA,30,10295
NANDI COUNTY,NANDI EAST,CHEBARUS,KIPKIMBA,41,10296
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,KERINGET ESTATE,51,10297
NANDI COUNTY,TINDERET,SONGHOR,KIPKURES,62,10298
NANDI COUNTY,NANDI EAST,CHEBARUS,KOISAGAT,30,10299
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,MASAITA,72,10300
NANDI COUNTY,TINDERET,SONGHOR,SOSIOT,40,10301
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,NGENDA,38,10302
NANDI COUNTY,NANDI EAST,KOILOT,LOLDUGA,58,10303
NANDI COUNTY,NANDI EAST,KOILOT,KIBABET,34,10304
NANDI COUNTY,TINDERET,TINDIRET,KABOLEBO,45,10305
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,TARAKWA,52,10306
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,TEGAT,43,10307
NANDI COUNTY,NANDI EAST,KOILOT,KOILOT,40,10308
NANDI COUNTY,TINDERET,KABIRER,SETEK,57,10309
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,TETA,62,10310
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,KAPCHEBOSEI,98,10311
NANDI COUNTY,TINDERET,KABIRER,KIPSIELEI,30,10312
NAKURU COUNTY,KURESOI  SUB-COUNTY,KERINGET,TULWET,42,10313
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,KAMASAI,60,10314
NANDI COUNTY,TINDERET,KABIRER,USON,40,10315
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,CHEPKISWET,35,10316
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,CHEPTERWAI,71,10317
NANDI COUNTY,TINDERET,KAPKOROS,LABUIYWA S.D.A,19,10318
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,CHEPTEMONOK,51,10319
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,CHEPSAITA,57,10320
NANDI COUNTY,TINDERET,MBOGOVALE,KIMATKEI,58,10321
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,GITHIMA,58,10322
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,TERESIA B.,12,10323
NANDI COUNTY,TINDERET,MBOGOVALE,MBOGO VALE,57,10324
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,KIO,35,10325
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,KAPKENYELOI,33,10326
NANDI COUNTY,TINDERET,METEITEI,KAPSOEN,33,10327
NANDI COUNTY,NANDI NORTH,CHEPTERWAI,CHEPTONON,28,10328
NANDI COUNTY,TINDERET,SENETWO TINDERET,KITOROCH,75,10329
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,KIPKORIS,45,10330
NANDI COUNTY,NANDI NORTH,KABIEMIT,A.I.C KAIGAT,65,10331
NANDI COUNTY,TINDERET,SOBA,KIGUSKONG,92,10332
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,KONGOI,64,10333
NANDI COUNTY,NANDI NORTH,KABIEMIT,KABIEMIT,65,10334
NANDI COUNTY,TINDERET,SOBA,KIPLELGUT,67,10335
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,KORABARIET,52,10336
NANDI COUNTY,NANDI NORTH,KABIEMIT,ST. FRANCIS-KATANIN,52,10337
NANDI COUNTY,TINDERET,SOBA,KAMELILO,71,10338
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,LEMECHONIK,64,10339
NANDI COUNTY,NANDI NORTH,KABIEMIT,KAPKATET,49,10340
NANDI COUNTY,TINDERET,TINDIRET,TINDIRET TEA,45,10341
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,MKULIMA,77,10342
NANDI COUNTY,NANDI NORTH,KABIEMIT,KAPNGANIO,40,10343
NANDI COUNTY,TINDERET,TINDIRET,TULWOMOI,55,10344
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,MWARAGANIA,75,10345
NANDI COUNTY,NANDI NORTH,KABIEMIT,CHEPKEMEL,35,10346
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,A.I.C CHERIBISI ACADEMY,38,10347
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,SAINO,71,10348
NANDI COUNTY,NANDI NORTH,KABIEMIT,KAPLEMUR,32,10349
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,KIPTURE,50,10350
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,SITOTON,38,10351
NANDI COUNTY,NANDI SOUTH,CHEMASE,KIBONGWA,31,10352
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,CHESUWE,59,10353
NAKURU COUNTY,KURESOI  SUB-COUNTY,KURESOI,TARAGONIK,27,10354
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAMARICH,86,10355
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,KAPCHEMOIYWO,40,10356
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,BANANA,35,10357
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KABOI,64,10358
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,TIRYO,44,10359
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,GITHIRIGA,57,10360
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KEBURO,67,10361
NANDI COUNTY,NANDI CENTRAL,KAPSABET,KAMOBO,84,10362
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,GITHUNGURI,72,10363
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KIPLETITO,61,10364
NANDI COUNTY,NANDI CENTRAL,KAPSABET,A.C.K TEGAT,108,10365
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,KABONGOI,60,10366
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,CHEPKONGONY,45,10367
NANDI COUNTY,NANDI CENTRAL,KAPSABET,SIMTERET,70,10368
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,KAMWAURA,40,10369
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KAPSAOS,28,10370
NANDI COUNTY,NANDI CENTRAL,KAPSABET,MESWO,70,10371
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,KIMKASA,56,10372
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,ST. JOHN THE BAPTIST - A.C.K KAPKOLEI,22,10373
NANDI COUNTY,NANDI CENTRAL,KAPSABET,KIPKEIBON,22,10374
NAKURU COUNTY,KURESOI  SUB-COUNTY,LANGWENDA,MUTUKANIO,26,10375
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KAPSOIYO,45,10376
NANDI COUNTY,NANDI CENTRAL,KAPSABET,KAPSABET BOYS,48,10377
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,BARAKA SHALOM,47,10378
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KOYO,34,10379
NANDI COUNTY,NANDI CENTRAL,KAPSABET,MOSOBECHO,46,10380
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,BURETI,55,10381
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KAPKOLEI,52,10382
NANDI COUNTY,NANDI CENTRAL,KAPSISIYWO,CHEPKOBER,23,10383
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,BY-GUM,74,10384
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KESOGON,55,10385
NANDI COUNTY,NANDI CENTRAL,KAPSISIYWO,FR. TOROR,22,10386
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,CHESUBENO,51,10387
NANDI COUNTY,NANDI SOUTH,KEMELOI,KAPTWAI,76,10388
NANDI COUNTY,NANDI CENTRAL,KAPTEL,ST. EMMANUEL,150,10389
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,CHORONOK,42,10390
NANDI COUNTY,NANDI SOUTH,KEMELOI,CHEBARA,60,10391
NANDI COUNTY,NANDI CENTRAL,KAPTEL,CHOMISIA,70,10392
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,HARAKA,51,10393
NANDI COUNTY,NANDI SOUTH,KEMELOI,KOITABUT,74,10394
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KAPTOROI,33,10395
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,JOGOO,71,10396
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KOMBE,42,10397
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,KAMARA,52,10398
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KAPCHEPKOK,52,10399
NAKURU COUNTY,KURESOI  SUB-COUNTY,MAU SUMMIT,KAPSIMOTWO,29,10400
NANDI COUNTY,NANDI EAST,OLLESSOS,TIGITYO,30,10401
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAMALAIBEI,47,10402
NANDI COUNTY,NANDI EAST,OLLESSOS,NUKIAT,33,10403
NANDI COUNTY,NANDI EAST,OLLESSOS,ST. LUDOVICO,17,10404
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAPKORIO,47,10405
NANDI COUNTY,NANDI EAST,OLLESSOS,ST. STEPHENS CHEBILAT,15,10406
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KIPKUTI,29,10407
NANDI COUNTY,NANDI EAST,OLLESSOS,SIWO,67,10408
NANDI COUNTY,NANDI NORTH,KABIYET,KAIBOI,33,10409
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KAPTILOL,37,10410
NANDI COUNTY,NANDI NORTH,KABIYET,SIRSIRON,33,10411
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,ENEGO,35,10412
NANDI COUNTY,NANDI EAST,OLLESSOS,NDUROTO,60,10413
NANDI COUNTY,NANDI NORTH,KABIYET,S.D.A KUNGURWET,36,10414
NANDI COUNTY,NANDI NORTH,KABIYET,A.I.C KABIYET BOYS,32,10415
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KIMOLWO,27,10416
NANDI COUNTY,NANDI EAST,OLLESSOS,KIPKEIKEI,46,10417
NANDI COUNTY,NANDI EAST SUB COUNTY,KOILOT,MOGOBICH,96,10418
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KIPSIRWO,40,10419
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,MURGUIYWO,21,10420
NANDI COUNTY,NANDI EAST,OLLESSOS,SIMBI,47,10421
NANDI COUNTY,NANDI CENTRAL,KAPTEL,TANGATON,34,10422
NANDI COUNTY,NANDI EAST SUB COUNTY,KOILOT,CHEPNG'ETUNY,35,10423
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KISORNGOT,25,10424
NANDI COUNTY,NANDI EAST SUB COUNTY,KOILOT,KEBEN,45,10425
NANDI COUNTY,NANDI NORTH,KOSIRAI,TEBESON,22,10426
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KAPKUTO,40,10427
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KITAPKOI,18,10428
NANDI COUNTY,NANDI NORTH,KURGUNG,SARORA,62,10429
NANDI COUNTY,NANDI EAST SUB COUNTY,KOILOT,ST. MARK'S LOLKIRENY,34,10430
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KAPTEL,40,10431
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,CHEBUI,17,10432
NANDI COUNTY,NANDI NORTH,KURGUNG,KIPTANGUS,40,10433
NANDI COUNTY,NANDI CENTRAL,KAPTEL,BISHOP BIRECH ACADEMY,35,10434
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,OLLESSOS,108,10435
NANDI COUNTY,NANDI SOUTH,KAPTUMO SOUTH,KAMOTONY,22,10436
NANDI COUNTY,NANDI NORTH,KURGUNG,KURGUNG BASIC,35,10437
NANDI COUNTY,NANDI CENTRAL,KAPTEL,NGATATIA,32,10438
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,KIPKOROR,57,10439
NANDI COUNTY,NANDI SOUTH,KEMELOI,IBOE,69,10440
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,CHEPLELACHBEI,45,10441
NANDI COUNTY,NANDI NORTH,KURGUNG,SURUNGAI,38,10442
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KIUTANY,33,10443
NANDI COUNTY,NANDI SOUTH,KEMELOI,KOSIAGE,35,10444
NANDI COUNTY,NANDI NORTH,KURGUNG,KIMONG,34,10445
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,NDURURO,56,10446
NANDI COUNTY,NANDI CENTRAL,KAPTEL,A.I.C KAPTEL ACADEMY,25,10447
NANDI COUNTY,NANDI SOUTH,CHEPKUMIA,MOGOIYWO HILL,70,10448
NANDI COUNTY,NANDI NORTH,KURGUNG,KAMANYINYA,35,10449
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,LENGUBEI,36,10450
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,KAPTILDIL,30,10451
NANDI COUNTY,NANDI SOUTH,CHEPKUMIA,KIMNYOASIS,35,10452
NANDI COUNTY,NANDI NORTH,KURGUNG,ST.PAUL'S KAPKELELE,32,10453
NANDI COUNTY,NANDI EAST SUB COUNTY,OLLESSOS,LESSOS HILLS ADVENTIST,10,10454
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,BARATON,34,10455
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,A.I.C MASABA CHEPSOGOR,39,10456
NANDI COUNTY,NANDI SOUTH,CHEPKUMIA,KAMNO,46,10457
NANDI COUNTY,NANDI NORTH,KURGUNG,SARU-GAA,30,10458
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,CHEMARE,12,10459
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,A.G.C NGENY,15,10460
NANDI COUNTY,NANDI SOUTH,CHEPKUMIA,SENETWO,58,10461
NANDI COUNTY,NANDI NORTH,LELMOKWO,LELMOKWO,23,10462
NANDI COUNTY,NANDI CENTRAL,CHEMUNDU,MASABA,45,10463
NANDI COUNTY,NANDI CENTRAL,KILIBWONI,KAPLONYO,34,10464
NANDI COUNTY,NANDI SOUTH,CHEPKUMIA,A.C.K ST. ANDREWS CHEPKOIYO,41,10465
NANDI COUNTY,NANDI NORTH,LELMOKWO,KIPKONGORWA,60,10466
NANDI COUNTY,NANDI CENTRAL,KILIBWONI,KIPLOLOK,21,10467
NANDI COUNTY,NANDI CENTRAL,KAMOIYWO,KAPNGINGICH,18,10468
NANDI COUNTY,NANDI SOUTH,MUGEN,HOLY CROSS OTHODOX CHEBUGUNDI,61,10469
NANDI COUNTY,NANDI NORTH,LELMOKWO,ITIGO,18,10470
NANDI COUNTY,NANDI CENTRAL,KAMOIYWO,CHEPSOGOR,16,10471
NANDI COUNTY,NANDI CENTRAL,KAPSABET,NANDI,102,10472
NANDI COUNTY,NANDI SOUTH,MUGEN,KITAOR,50,10473
NANDI COUNTY,NANDI NORTH,LELMOKWO,MOSOP KIBOSWA,33,10474
NANDI COUNTY,NANDI CENTRAL,KAPLAMAI,A.I.C CENTERARY KABOEN,56,10475
NANDI COUNTY,NANDI SOUTH,MUGEN,TUNGURURWO,52,10476
NANDI COUNTY,NANDI SOUTH,CHEMASE,CHEMASE BOARDING,29,10477
NANDI COUNTY,NANDI CENTRAL,KAPSABET,KOSGEI IRIMIS,36,10478
NANDI COUNTY,NANDI CENTRAL,KAPSABET,KAPSABET MUSLIM,49,10479
NANDI COUNTY,NANDI SOUTH,MUGEN,CHEPKAKWEN,26,10480
NANDI COUNTY,NANDI SOUTH,CHEMASE,KIRORO,17,10481
NANDI COUNTY,NANDI CENTRAL,KAPSISIYWO,BIREI S.D.A,18,10482
NANDI COUNTY,NANDI SOUTH,MUGEN,KEMELOI BOARDING,12,10483
NANDI COUNTY,NANDI SOUTH,CHEMASE,KAPSIGILAI,21,10484
NANDI COUNTY,NANDI CENTRAL,KAPSISIYWO,KAPSISIYWA,18,10485
NANDI COUNTY,NANDI NORTH,KOSIRAI,CHEPKETEI,18,10486
NANDI COUNTY,NANDI SOUTH,MUGEN,KIPCHEKWEN,33,10487
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,MOSOMBOR,63,10488
NANDI COUNTY,NANDI CENTRAL,KAPSISIYWO,TALAI,26,10489
NANDI COUNTY,NANDI NORTH,MUTWOT,JERUSALEM P.A.G ACADEMY,12,10490
NANDI COUNTY,NANDI SOUTH,MUGEN,ADC KEMELOI,19,10491
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAPTUMO,65,10492
NANDI COUNTY,NANDI CENTRAL,KAPTEL,A.I.C KIPCHABO,22,10493
NANDI COUNTY,NANDI NORTH,MUTWOT,A.I.C SIRGOI,21,10494
NANDI COUNTY,NANDI SOUTH,MUGEN,MUGEN,89,10495
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,MUGUNDOI,60,10496
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KABAA,33,10497
NANDI COUNTY,NANDI NORTH,SANGALO,CHEPNGABAI,90,10498
NANDI COUNTY,NANDI SOUTH,MUGEN,KIPKONGEN,47,10499
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KAPCHEMOSIN,49,10500
NANDI COUNTY,NANDI CENTRAL,KAPTEL,KIPCHABO,40,10501
NANDI COUNTY,NANDI SOUTH,MUGEN,KEMELOI DAY,80,10502
NANDI COUNTY,NANDI SOUTH,KAPTUMO NORTH,KIPSIORORI,41,10503
NANDI COUNTY,NANDI CENTRAL,KAPTEL,ST. MARKS KABAA A.C.K,25,10504
NANDI COUNTY,NANDI EAST,CHEBARUS,CHEPTABACH,53,10505
NANDI COUNTY,NANDI CENTRAL,KAPTEL,ST. STEPHEN'S KAPKURUNJO,26,10506
